id_facility,name,address,city,state,zip
172,Elite Learning Center,701 N Main ST,ST. JOSEPH,IL,61873
2227,Emma's Eatery,105 N Mattis AVE UNIT B,CHAMPAIGN,IL,61821
2138,Emma's Eatery,114 N Vine ST STE O,URBANA,IL,61802
1942,Emma's Eatery,1333 Savoy Plaza LN STE 6,SAVOY,IL,61874
2049,Emma's Eatery,1812 Glenn Park DR,CHAMPAIGN,IL,61821
2131,Emma's Eatery,907 W Marketview DR UNIT 7,CHAMPAIGN,IL,61821
2574,Empanadas House (Commissary) @ Cracked Comm.,1205 N Harris,CHAMPAIGN,IL,61820
1945,Empanadas House (Mobile) @ Cracked Commissary,1205 N Harris AVE,CHAMPAIGN,IL,61820
2692,Empanadas House Kiosk,2000 N Neil ST,CHAMPAIGN,IL,61820
904,Empire Chinese Restaurant,410 E Green ST,CHAMPAIGN,IL,61820
1064,Eric's Catering No. 1 (Mobile),1908 Linview UNIT 3-4,URBANA,IL,61801
2604,Espiga de Maize,409 Bloomington RD,CHAMPAIGN,IL,61820
798,Espresso Royale,1117 W Oregon,URBANA,IL,61801
546,Espresso Royale,2409 Village Green,CHAMPAIGN,IL,61822
673,Espresso Royale,602 Daniel ST,CHAMPAIGN,IL,61820
987,Espresso Royale & Bakery Commissary,1411 S Neil ST,CHAMPAIGN,IL,61820
959,Espresso Royale (Art Museum),500 E Peabody DR,CHAMPAIGN,IL,61820
1459,Espresso Royale @ BIF,515 E Gregory DR RM 1023,CHAMPAIGN,IL,61820
2296,Espresso Royale @ Grainger Library,1301 W Springfield AVE,URBANA,IL,61801
439,Espresso Royale @ UI Library,1402 W Gregory DR,URBANA,IL,61801
458,Esquire Lounge Inc.,106 N Walnut,CHAMPAIGN,IL,61820
2571,Evo Cafe,711 S Sixth ST,CHAMPAIGN,IL,61820
1031,Family Dollar No. 21248,1227 E Grove AVE,RANTOUL,IL,61866
1323,Family Dollar No. 27549,1110 S Philo RD,URBANA,IL,61801
1356,Family Dollar No. 27837,1204 N Market ST,CHAMPAIGN,IL,61820
1929,Family Table Restaurant,1724 E Grove AVE,RANTOUL,IL,61866
1164,Family Video,1901 S Philo RD,URBANA,IL,61802
1169,Family Video,301 E Champaign AVE,RANTOUL,IL,61866
1161,Family Video No. 81,1101 N Mattis AVE,CHAMPAIGN,IL,61821
2242,Fannie May Candies,402 S Neil ST,CHAMPAIGN,IL,61820
561,Far East Food Store,105 S Fifth ST,CHAMPAIGN,IL,61820
2464,Farm House Fraternity,809 E Pennsylvania AVE,URBANA,IL,61801
621,Farren's Pub and Eatery,308 N Randolph ST,CHAMPAIGN,IL,61820
1745,Fat City Bar & Grill/City Center,505 S Chestnut ST,CHAMPAIGN,IL,61820
1581,Fazoli's No. 1796,2029 N Prospect AVE,CHAMPAIGN,IL,61821
2746,Fernando's (Commissary) @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
2387,Fernando's (Mobile) @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
768,Fiesta Caf̩,216 S First ST,CHAMPAIGN,IL,61820
18,Filippo's Pizza & Italian Food,2012-A Tin Cup RD,MAHOMET,IL,61853
2674,Fired (Mobile) @ S & S Foods,310 Tiffany CT STE E,CHAMPAIGN,IL,61821
652,Firehaus,708 S Sixth ST,CHAMPAIGN,IL,61820
2081,Firehouse Subs,803 W Anthony DR,CHAMPAIGN,IL,61822
789,First Federal Savings,1311 S Neil ST,CHAMPAIGN,IL,61820
1109,First Heritage Inn,420 S Murray RD,RANTOUL,IL,61866
103,First School,1403 E Oak ST,MAHOMET,IL,61853
702,First United Methodist Child Care,210 W Church ST,CHAMPAIGN,IL,61820
1166,First Wok,1815 S Philo RD,URBANA,IL,61802
1676,Fisher Comm. Church Christian Kids Care,100 Randolph ST,FISHER,IL,61843
38,Fisher Comm. Church Kids Club,205 S Third ST,FISHER,IL,61843
95,Fisher Grade School,801 S Fifth ST,FISHER,IL,61843
1708,Fisher H.S. Concessions (Outdoor),501 S 3rd ST,FISHER,IL,61843
1893,Fisher Jr./Sr. High School,211 W Division ST,FISHER,IL,61843
2222,Five Guys Burgers & Fries,901 W Anthony DR,CHAMPAIGN,IL,61821
2373,Flamingo Slots Urbana,1720 Philo RD STE B,URBANA,IL,61802
2119,Flying Machine Coffee,208 W Main ST,URBANA,IL,61801
927,Franklin Middle School,817 N Harris,CHAMPAIGN,IL,61820
2303,Franklin Middle School (Summer Food),817 N Harris,CHAMPAIGN,IL,61820
1014,Freedom Oil Co.,1812 N Cunningham,URBANA,IL,61802
283,Freeman's Tavern,108 W Main PO BOX 58,ROYAL,IL,61871
2410,Fresh International Market (Rest./Bak/Sushi/Bubble Tea,505 S Neil ST STE 4-7,CHAMPAIGN,IL,61820
314,Friar Tuck Beverage,1333 Savoy Plaza DR STE 110,SAVOY,IL,61874
1101,Friends Meeting House,1904 E Main,URBANA,IL,61802
2769,Friends of Champaign County Food Pantry,201 W Kenyon RD,CHAMPAIGN,IL,61820
2194,Fusilli Tony's Italian Food (Mobile) @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
2092,Fusilli Tony's Italian Food @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
46,Game On Sports Tavern,121 E Market,SADORUS,IL,61872
699,Garcia's Commissary,313 N Mattis,CHAMPAIGN,IL,61821
631,Garcia's Pizza in a Pan,313 N Mattis AVE,CHAMPAIGN,IL,61821
1267,Garden Hills Elementary (Summer Food),2001 Garden Hills,CHAMPAIGN,IL,61820
710,Garden Hills School,2001 Garden Hills,CHAMPAIGN,IL,61820
2220,Geschenk Boutique Coffee & Tea Haus,228 E Lincoln PO BOX 534 Unit 1/2,ST. JOSEPH,IL,61873
1470,GFS Marketplace LLC,502 W Town Center BLVD,CHAMPAIGN,IL,61822
68,Gifford Community School,406 S Main ST,GIFFORD,IL,61847
2587,Giordano's,2000 N Neil ST STE 700,CHAMPAIGN,IL,61822
2212,Glenwood of Mahomet,1709 S Division ST,MAHOMET,IL,61853
1523,Golden Harbor,505 S Neil ST UNIT 1,CHAMPAIGN,IL,61820
1016,Golden Wok,405 E University AVE,CHAMPAIGN,IL,61820
2088,Goldy's Bar & Grill,123 S Mattis AVE UNIT 15,CHAMPAIGN,IL,61821
2059,Good Fella,905 S Neil ST,CHAMPAIGN,IL,61820
1934,Goodrich Savoy 16 Imax,232 W Burwash DR,SAVOY,IL,61874
1491,Grace Lutheran Church (Food Pantry),313 S Prospect AVE,CHAMPAIGN,IL,61820
1541,Gray's Commissary,1108 N Harvey,URBANA,IL,61801
1498,Great Beginnings Learning Center,2909 Waterson CT,CHAMPAIGN,IL,61822
2429,Great Harvest Bread Company,2149 S Neil ST,CHAMPAIGN,IL,61820
1021,Great Steak & Potato Co.,2000 N Neil SPC 704,CHAMPAIGN,IL,61820
2342,Green House Homes @ Clark-Lindsey,2804 S Race ST,URBANA,IL,61802
1908,Green Jade,1109 W Windsor RD,CHAMPAIGN,IL,61821
2608,Green Onion Asian Market,2020 S Neil ST,CHAMPAIGN,IL,61820
1576,Green Street Cafe,35 E Green ST,CHAMPAIGN,IL,61820
2563,Grovestone,1707 W Kirby AVE,CHAMPAIGN,IL,61821
909,Guido's Bar & Grill,2 E Main ST,CHAMPAIGN,IL,61820
2498,Hamilton Walker's,201 N Neil ST,CHAMPAIGN,IL,61820
2490,Hammerhead Coffee,608 E University AVE STE 106,CHAMPAIGN,IL,61820
2246,Hampton Inn,1200 W University AVE,URBANA,IL,61801
151,Hand-In-Hand Daycare,104 E Vine ST,TOLONO,IL,61880
390,Hap Parker Family Aquatic Center,320 W Flessner,RANTOUL,IL,61866
680,Happi-Time Day Care,1010 Stratford DR,CHAMPAIGN,IL,61821
498,Happi-Time on Avondale,415 Avondale AVE,CHAMPAIGN,IL,61820
2636,Hardee's No. 1500093,326 S Century BLVD,RANTOUL,IL,61866
2635,Hardee's No. 1500267,1806 W Bradley AVE,CHAMPAIGN,IL,61821
2634,Hardee's No. 1501126,1703 S Neil ST,CHAMPAIGN,IL,61820
51,Hardy's Reindeer Ranch,1356 CR 2900N,RANTOUL,IL,61866
2396,Harvest Market No. 572 (Deli/Restaurant),2029 S Neil ST,CHAMPAIGN,IL,61820
2585,Harvest Market No. 572 (Demo/Up Bar/Coffee),2029 S Neil ST,CHAMPAIGN,IL,61820
2586,Harvest Market No. 572 (Groc/Mt/Sfd/Bak/Prod),2029 S Neil ST,CHAMPAIGN,IL,61820
2739,Haute Boxx (Commissary) @ Linden,224 Wheat AVE,RANTOUL,IL,61866
958,Hawthorn Suites Conference Center,101 Trade Centre DR,CHAMPAIGN,IL,61820
861,Hawthorn Suites Hotel,101 Trade Centre DR,CHAMPAIGN,IL,61820
2382,Haymaker's No. 715,202 Devonshire DR,CHAMPAIGN,IL,61820
679,Heartland Health Care Center,309 E Springfield,CHAMPAIGN,IL,61820
893,Helia Healthcare of Champaign,1915 S Mattis,CHAMPAIGN,IL,61821
1622,Helping Hands (Food Pantry),203 E Adams UNIT 2,MAHOMET,IL,61853
25,Hen House Family Restaurant,I-74 & Rt. 47,MAHOMET,IL,61853
779,Hendrick House,904 W Green ST,URBANA,IL,61801
2091,Hendrick House (Mobile),904 W Green ST,URBANA,IL,61801
2132,Hendrick House Catering,801 W Killarney,URBANA,IL,61801
1504,Heritage Elem./Jr. High School,512 W First ST,HOMER,IL,61849
1713,Heritage H.S. Concessions (Indoor),206 E Diller PO BOX 260,BROADLANDS,IL,61816
1503,Heritage High School,206 E Diller,BROADLANDS,IL,61816
633,Heritage Rehab & Health Care Center,Curt DR,CHAMPAIGN,IL,61821
1134,Hickory Farms No. 110803,2000 N Neil,CHAMPAIGN,IL,61820
980,Hickory River Smokehouse,1706 N Cunningham,URBANA,IL,61802
757,High School of St. Thomas More,3901 N Mattis,CHAMPAIGN,IL,61821
701,Hilton Garden/Great American Grill,1501 S Neil ST,CHAMPAIGN,IL,61820
2615,Himalayan Chimney,134 W Church ST,CHAMPAIGN,IL,61820
1520,Hissho Sushi @ Meijer,2401 N Prospect AVE,CHAMPAIGN,IL,61821
835,Hobbico Inc.,2904 Research RD,CHAMPAIGN,IL,61821
2509,Holiday Inn Express,1003 W Killarney ST,URBANA,IL,61801
2538,Holiday Inn Express & Suites,946 Broadmeadow RD,RANTOUL,IL,61866
1765,Hollywood Liquor,512 S Neil ST,CHAMPAIGN,IL,61820
2614,Holy Cross Preschool,404 W Clark ST,CHAMPAIGN,IL,61820
554,Holy Cross School,410 W White ST,CHAMPAIGN,IL,61820
2253,Home 2 Suites By Hilton,2013 S Neil ST,CHAMPAIGN,IL,61820
1849,Home of Gourmet Restaurant,604 E Daniel ST,CHAMPAIGN,IL,61820
2555,Home Town Pantry,4 E Holden ST STE A,TOLONO,IL,61880
972,Home Town Pantry,601 E Green ST,CHAMPAIGN,IL,61820
2203,Homer Country Market,103 S West ST,HOMER,IL,61849
1801,Homer United Methodist Church,301 S Main ST,HOMER,IL,61849
2385,Homer Vintage Bakery,111 S Main ST,HOMER,IL,61849
2607,Homestead,306 S Main ST PO BOX 251,GIFFORD,IL,61847
686,Homewood Suites by Hilton,1417 S Neil ST,CHAMPAIGN,IL,61820
2375,Honeybaked Ham & Cafe,2028 N Prospect AVE,CHAMPAIGN,IL,61820
451,Hooter's of Champaign,1706 S State ST,CHAMPAIGN,IL,61820
2417,Hopscotch @ Art Mart,1705 S Prospect AVE,CHAMPAIGN,IL,61820
2620,Hopscotch Bakery,802 W John ST,CHAMPAIGN,IL,61820
2377,Hot Spot,1809 S Philo RD STE B,URBANA,IL,61801
2378,Hot Spot,1903 N Neil ST STE B,CHAMPAIGN,IL,61820
1867,Hot Wok Express,1102 W University AVE,URBANA,IL,61801
1222,Houlihan's,1902 S First ST,CHAMPAIGN,IL,61820
1764,Huaraches Moroleon,805 S Philo RD,URBANA,IL,61801
2391,Hub Sports Bar,601 S First ST STE 102,CHAMPAIGN,IL,61820
651,Huber's West End Store,1312 W Church ST,CHAMPAIGN,IL,61821
22,Hugs & Bugs,127 W Washington,PHILO,IL,61864
2632,HuHot Mongolian Grill,902 Meijer DR STE 3,CHAMPAIGN,IL,61822
677,"Human Kinetics Publishers, Inc.",1607 N Market,CHAMPAIGN,IL,61820
2061,Hyatt Place,217 N Neil ST,CHAMPAIGN,IL,61820
2519,Hybrid Fit Foods,412 E University AVE STE 101,CHAMPAIGN,IL,61820
1318,I Cafe,1900 S First ST,CHAMPAIGN,IL,61820
1705,I Wok,113 Calvin DR,SAVOY,IL,61874
2290,Ice Daddy's (Mobile) @ Filippo's CO,2012-A Tin Cup RD,MAHOMET,IL,61853
2667,Ice Daddy's (Mobile) @ Filippo's CU,2012-A Tin Cup RD,MAHOMET,IL,61853
1327,Illini Tower,409 E Chalmers,CHAMPAIGN,IL,61820
77,Ingold's Grocery,"101 S Third, P.O. Box 189",FISHER,IL,61843
1700,Inman Place,17 E University AVE,CHAMPAIGN,IL,61820
1106,Insomnia Cookies,502 E John ST,CHAMPAIGN,IL,61820
591,International Prep Academy,1605 W Kirby,CHAMPAIGN,IL,61821
966,Iron Post,120 S Race,URBANA,IL,61801
2324,It'll Do Mahomet,215 S Lake of the Woods RD,MAHOMET,IL,61853
485,It's Brothers Bar & Grill,613 E Green ST,CHAMPAIGN,IL,61820
284,Ivesdale Tavern Inc.,"203 Chapin, Box 47",IVESDALE,IL,61851
2381,J & B Snack Shack (Commissary) @ Marble's,104 W Tomaras,SAVOY,IL,61874
2521,J & B Snack Shack (Mobile) @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
643,J & D Moore (Mobile),2013 N 1950E RD,Watseka,IL,60970
1787,J. Gumbo's,700 S Gregory DR STE D,URBANA,IL,61801
2367,J6 Food Mart,516 E John ST,CHAMPAIGN,IL,61820
2192,Jack Flash,303 E Warren,ST. JOSEPH,IL,61873
138,Jack's Tavern,"106 E Main St., P.O. Box 462",TOLONO,IL,61880
1310,Jamba Juice @ Illini Union,1401 W Green ST,URBANA,IL,61801
2511,Jarling's Custard Cup,309 W Kirby AVE,CHAMPAIGN,IL,61820
1565,Jefferson Middle School (Summer Food),1115 Crescent DR,CHAMPAIGN,IL,61821
1666,Jefferson Middle School Concessions,1115 S Crescent,CHAMPAIGN,IL,61821
588,Jefferson Middle School/Indoor Concession,1115 S Crescent,CHAMPAIGN,IL,61821
551,Jenny Craig Weight Loss Ctr. No. 3401,907 W Marketview DR STE 13,CHAMPAIGN,IL,61822
979,Jerusalem Restaurant,601 S Wright,CHAMPAIGN,IL,61820
2169,Jet's Pizza,1907 W Springfield AVE,CHAMPAIGN,IL,61820
1779,Jet's Pizza,512 S Neil ST,CHAMPAIGN,IL,61820
2394,Jim's Place,403 W Kirby AVE,CHAMPAIGN,IL,61820
1585,Jimmy John's,102 E University AVE UNIT A,URBANA,IL,61801
435,Jimmy John's,1511 N Prospect,CHAMPAIGN,IL,61821
1854,Jimmy John's,1801 W Springfield AVE,CHAMPAIGN,IL,61821
615,Jimmy John's,1811 W Kirby,CHAMPAIGN,IL,61820
1081,Jimmy John's,601 E Green ST UNIT B,CHAMPAIGN,IL,61820
2675,Jimmy John's,710 W Champaign AVE,RANTOUL,IL,61866
844,Jimmy John's,807 S Lincoln,URBANA,IL,61801
770,Jimmy John's & Training Kitchen,43 E Green ST,CHAMPAIGN,IL,61820
2557,Jip Bap,601 S Sixth ST STE 101,CHAMPAIGN,IL,61820
918,Joe's Brewery,706 S Fifth ST,CHAMPAIGN,IL,61820
2565,Joobie's,48 E Springfield AVE,CHAMPAIGN,IL,61820
2044,JT Walker's Brewery,402 E Main ST,MAHOMET,IL,61853
1226,JT Walker's/Barrel Room Restaurant & Sports Bar,401 E Main ST PO BOX 146,MAHOMET,IL,61853
2427,Juanito's Tacos (Mobile) @ El Oasis,510 N Cunningham,URBANA,IL,61802
1670,Judah Christian School Concessions,908 N Prospect AVE,CHAMPAIGN,IL,61820
696,Jupiter's,39 E Main ST,CHAMPAIGN,IL,61820
1070,Jupiter's at the Crossing,2511 Village Green PL,CHAMPAIGN,IL,61822
2120,Jurassic Grill,404 E Green ST,CHAMPAIGN,IL,61820
1903,K-Bowl,39 E Green ST,CHAMPAIGN,IL,61820
2206,Kaffee Mahomet @ Mahomet IGA,202 Eastwood DR,MAHOMET,IL,61853
580,Kam's,618 E Daniel,CHAMPAIGN,IL,61820
2473,Kappa Alpha Theta Sorority,611 E Daniel ST,CHAMPAIGN,IL,61820
2489,Kappa Delta Sorority,1204 S Lincoln AVE,URBANA,IL,61801
2481,Kappa Kappa Gamma Sorority,1102 S Lincoln AVE,URBANA,IL,61801
1162,Kato's Cajun,2000 N Neil ST UNIT 716,CHAMPAIGN,IL,61820
957,Kenwood School,1001 S Stratford,CHAMPAIGN,IL,61820
971,KFC,2201 W Springfield AVE,CHAMPAIGN,IL,61821
955,KFC,410 W University AVE,URBANA,IL,61801
197,KFC/A&W,1321 N Dunlap AVE,SAVOY,IL,61874
694,Kids 1st Child Care,4109 Colleen DR,CHAMPAIGN,IL,61822
517,Kinder Care Learning Center,410 Devonshire,CHAMPAIGN,IL,61820
960,King School,1108 W Fairview,URBANA,IL,61801
2594,Klean Kafe,207 W Washington ST,PHILO,IL,61864
1662,Knights Inn,612 Killarney,URBANA,IL,61801
238,Knights of Columbus,1001 W Ohio,RANTOUL,IL,61866
1117,Ko Fusion,"1 E Main St., Box 429",CHAMPAIGN,IL,61820
2060,Ko Fusion,701 S Gregory DR STE F,URBANA,IL,61801
2591,Kohinoor Indian Restaurant,6 E Columbia AVE,CHAMPAIGN,IL,61820
2613,Kona Ice of Champaign (Commissary),108 Jones DR,SAVOY,IL,61874
2123,Kona Ice of Champaign No. 1 (Mobile) - CU,108 Jones DR,SAVOY,IL,61874
2266,Kona Ice of Champaign No. 2 (Mobile) - CU,108 Jones DR,SAVOY,IL,61874
2301,Kona Ice of Champaign No. 2 (Mobile) @ Marble's (CO),104 W Tomaras AVE,SAVOY,IL,61874
2306,Krispy Krunchy Chicken,922 W Bradley AVE,CHAMPAIGN,IL,61821
2567,KungFu BBQ,510 E John ST,CHAMPAIGN,IL,61820
2536,Kyoto Sushi,611 E Green ST,CHAMPAIGN,IL,61820
315,L. A. Gourmet Catering,2607 CR 1000E,CHAMPAIGN,IL,61822
929,La Bamba,1905 Glenn Park DR,CHAMPAIGN,IL,61821
1256,La Luna Cafe,208 N Main ST,ST. JOSEPH,IL,61873
1963,La Morenita Mexican Store,607 N Cunningham AVE,URBANA,IL,61802
601,La Petite Academy,1713 Broadmoor,CHAMPAIGN,IL,61821
725,La Quinta Inn No. 553,1900 Center DR,CHAMPAIGN,IL,61820
2361,Lacey's Place,110 E University AVE STE C,URBANA,IL,61801
2358,Lacey's Place,1710 W Bradley AVE,CHAMPAIGN,IL,61820
2357,Lacey's Place,1724 W Bradley AVE,CHAMPAIGN,IL,61820
2360,Lacey's Place,1903 N Neil ST STE C,CHAMPAIGN,IL,61820
2359,Lacey's Place,2508 Village Green PL STE B,CHAMPAIGN,IL,61822
1936,Lai Lai Wok,402 E Green ST STE A,CHAMPAIGN,IL,61820
1994,Lake House @ Crystal Lake Park,206 W Park ST,URBANA,IL,61801
2071,Lake of the Woods Bar & Liquors,204 S Prairieview RD,MAHOMET,IL,61853
31,Lake of the Woods Golf Course,405 N Lake of the Woods RD,MAHOMET,IL,61853
2734,Lambda Chi Alpha,209 E Armory AVE,CHAMPAIGN,IL,61820
2579,Lao Sze Chuan Chinese Restaurant & Bar,608 E University AVE STE 105,CHAMPAIGN,IL,61820
184,Last Call for Alcohol,"105 N Main, P.O. Box 143",PENFIELD,IL,61862
2350,Latea Lounge,601 S Sixth ST STE 105,CHAMPAIGN,IL,61820
900,Leal School,312 W Oregon,URBANA,IL,61801
454,Legends,522 E Green,CHAMPAIGN,IL,61820
1218,Legends of Champaign,4551 Nicklaus DR,CHAMPAIGN,IL,61821
2668,Lenny's Ice Cream Gallery,308 S Main ST,GIFFORD,IL,61847
1571,Leonhard Recreation Center (Summer Food),2212 W Sangamon DR,CHAMPAIGN,IL,61821
2530,Libby's Lounge,905 S Neil ST UNIT A,CHAMPAIGN,IL,61820
751,Lil Porgy's BBQ,101 W University,URBANA,IL,61801
618,Lil Porgy's BBQ,1917 W Springfield AVE,CHAMPAIGN,IL,61821
232,Lincoln Challenge/Challenge Unlimited,205 Dodge AVE,RANTOUL,IL,61866
312,Lincoln Street Lounge,"112 S Lincoln, P.O. Box 290",BROADLANDS,IL,61816
73,Lincoln Trail Elementary,102 E State ST,MAHOMET,IL,61853
1707,Lincolnshire Fields (Pool House),2000 Byrnebruk DR,CHAMPAIGN,IL,61822
311,Lincolnshire Fields Country Club,2000 Byrneburk DR,CHAMPAIGN,IL,61821
318,Linden Banquet Center,224 W Wheat AVE,RANTOUL,IL,61866
2748,Lindquist Heritage Cheesecakes (Mobile Freezer) @ Marble's,104 W Tomaras AVE,SAVOY,IL,61874
2595,Lindy Lu's Place,202 W University AVE,URBANA,IL,61801
2115,Liquor Locker,820 E Champaign AVE,RANTOUL,IL,61866
1034,Little Caesar's Pizza,1211 S Mattis AVE,CHAMPAIGN,IL,61821
2148,Little Caesar's Pizza,703 S Neil ST STE A,CHAMPAIGN,IL,61820
1072,Little Hearts & Hands Inc.,2501 S Myra Ridge DR,URBANA,IL,61802
192,Little Wings Child Care,205 E Frost,RANTOUL,IL,61866
703,Long John Silver's,1217 N Prospect,CHAMPAIGN,IL,61821
2364,Longbranch Steakhouse,310 S Main ST PO BOX 331,GIFFORD,IL,61847
1663,Longhorn Steakhouse,2101 N Prospect AVE,CHAMPAIGN,IL,61822
2168,Loose Cobra,113 E Main ST PO BOX 851,TOLONO,IL,61880
1531,Los Zarapes,804 Eastwood DR UNIT 15,MAHOMET,IL,61853
2084,Lu & Denny's,105 N Long,TOLONO,IL,61880
2624,Lucky Diamond,920 W Bradley AVE,CHAMPAIGN,IL,61821
2645,Lucky Moon Pies & More,401 E Oak ST,MAHOMET,IL,61853
2702,Lucky Pierre Bakers @ Cracked Commissary,1205 N Harris AVE,CHAMPAIGN,IL,61820
2492,Lucky Star,2108 E University AVE,URBANA,IL,61802
74,Ludlow Grade School,245 S Orange ST,LUDLOW,IL,60949
2322,Ludlow United Methodist Church (Food Pantry),314 W Thomas PO BOX 185,LUDLOW,IL,60949
1802,Mach 1 Food Shop,902 W Bloomington RD,CHAMPAIGN,IL,61820
2085,Mahomet Family Restaurant,1002 Commercial DR,MAHOMET,IL,61853
1481,Mahomet IGA (Deli/Bakery),202 Eastwood DR,MAHOMET,IL,61853
1482,Mahomet IGA (Groc/Mt/Sfd/Prod),202 Eastwood DR,MAHOMET,IL,61853
105,Mahomet-Seymour H.S. & Indoor Concession,302 W State ST,MAHOMET,IL,61853
2277,Mahomet-Seymour H.S. Baseball Concessions,302 W State ST,MAHOMET,IL,61853
1748,Mahomet-Seymour H.S. Concessions (Outdoor Footb/Track),302 W State ST,MAHOMET,IL,61853
1749,Mahomet-Seymour H.S. Soccer Field @ Middletown,101 N Division ST,MAHOMET,IL,61853
104,Mahomet-Seymour Jr. High,201 W State ST,MAHOMET,IL,61853
1712,Mahomet-Seymour Jr. High Concesssions (Indoor),201 W State ST PO BOX 560,MAHOMET,IL,61853
2193,Main Street Belly Deli,118 S Main ST,HOMER,IL,61849
2027,Maize,100 N Chestnut UNIT 1,CHAMPAIGN,IL,61820
1741,Maize Mexican Grill,60 E Green ST,CHAMPAIGN,IL,61820
564,Maligaya's Store,2410 W Springfield AVE,CHAMPAIGN,IL,61821
1679,Mamma D's Smokehouse & Catering,430 Maple ST PO BOX 102,Weldon,IL,61735
1095,Mandarin Wok,403 1/2 E. Green ST,CHAMPAIGN,IL,61820
2531,Mango Mango Creamery,2000 N Neil ST UNIT 714,CHAMPAIGN,IL,61820
1205,Manolo's Pizza & Empanadas,1115 W Oregon,URBANA,IL,61801
793,Manzella's Italian Patio,115 S First,CHAMPAIGN,IL,61820
2145,Marathon Gas Station,872 CR 1000N RD,CHAMPAIGN,IL,61822
161,Marble Slab Creamery,1211 Savoy Plaza LN,SAVOY,IL,61874
1933,Marble's Catering/Rental Kitchen,104 W Tomaras ST,SAVOY,IL,61874
2533,Marco's Pizza,1901 S Philo RD,URBANA,IL,61802
2664,Mas Amigos (Commissary) @ Cracked Commissary,1205 N Harris AVE,CHAMPAIGN,IL,61820
2660,Mas Amigos (Mobile) @ Cracked Commissary,1205 N Harris AVE,CHAMPAIGN,IL,61820
2020,Masijta Grill,202 N Race ST,URBANA,IL,61801
2653,McAlister's Deli,421 Town Center BLVD,CHAMPAIGN,IL,61820
55,McDonald's,1006 S Purnell DR,MAHOMET,IL,61853
545,McDonald's,1605 S Neil ST,CHAMPAIGN,IL,61820
1290,McDonald's,1705 S Philo RD,URBANA,IL,61802
602,McDonald's,1812 N Neil ST,CHAMPAIGN,IL,61820
1811,McDonald's,2909 W Kirby AVE,CHAMPAIGN,IL,61821
419,McDonald's,501 N Mattis,CHAMPAIGN,IL,61821
550,McDonald's,601 N Cunningham,URBANA,IL,61801
2078,McDonald's,616 E Green Street,CHAMPAIGN,IL,61820
1291,McDonald's,711 W Champaign,RANTOUL,IL,61866
1837,McDonald's,906 Bloomington RD,CHAMPAIGN,IL,61820
183,McDonald's @ Road Ranger,4910 N Market ST,CHAMPAIGN,IL,61822
1759,Meatheads,1305 S Neil ST,CHAMPAIGN,IL,61820
921,Meijer No. 146 (Deli),2401 N Prospect,CHAMPAIGN,IL,61822
905,Meijer No. 146 (Gas Station),2401 N Prospect,CHAMPAIGN,IL,61821
882,Meijer No. 146 (Groc/Bak),2401 N Prospect,CHAMPAIGN,IL,61821
911,Meijer No. 146 (Prod/Mt/Sfd),2401 N Prospect,CHAMPAIGN,IL,61821
1758,Meijer No. 247 (Deli),2500 S Philo RD,URBANA,IL,61802
1051,Meijer No. 247 (Gas Station),2602 S Philo RD,URBANA,IL,61802
1172,Meijer No. 247 (Groc/Bak),2500 S Philo RD,URBANA,IL,61802
1321,Meijer No. 247 (Prod/Mt/Sfd),2500 S Philo RD,URBANA,IL,61802
2267,Memphis on Main,55 E Main ST,CHAMPAIGN,IL,61820
2698,Men's Transitional Housing Program,70 E Washington ST,CHAMPAIGN,IL,61820
583,Menard's,620 Town Center BLVD,CHAMPAIGN,IL,61820
1533,Merry Ann's Diner,701 S Gregory ST,URBANA,IL,61801
607,Merry-Ann's Diner,1510 S Neil,CHAMPAIGN,IL,61820
1079,Merry-Ann's Diner on Main,1 E Main ST,CHAMPAIGN,IL,61820
2527,Mi Rasa,128 E Sangamon AVE,RANTOUL,IL,61866
1746,Mia Za's,629 E Green ST,CHAMPAIGN,IL,61820
831,Michaels' Catering LLC,720 S Neil ST,CHAMPAIGN,IL,61820
2130,Microtel Inn,1615 Rion DR,CHAMPAIGN,IL,61822
2619,Mid-America Market,1005 S Purnell DR,MAHOMET,IL,61853
2419,Mid-Summer Lounge,623 E Green ST,CHAMPAIGN,IL,61820
2627,Middle Fork Forest Preserve Campstore,3485 CR 2700E,PENFIELD,IL,61862
2051,Middletown-Prairie Elementary School,1301 S Bulldog DR,MAHOMET,IL,61853
2048,Miga Restaurant,301 N Neil ST STE 104,CHAMPAIGN,IL,61820
1220,Milo's,2870 S Philo RD,URBANA,IL,61802
1527,Ming Garden,1804 Sangamon DR,CHAMPAIGN,IL,61821
2526,Minit Mart No. 798,203 N Lombard ST,MAHOMET,IL,61853
638,Mirabelle Fine Pastries,124 W Main,URBANA,IL,61801
1397,Mirsung Groceries,49 E Green ST UNIT A,CHAMPAIGN,IL,61820
2659,Mo's Burrito (Mobile) @ Cracked Commissary,1205 N Harris AVE,CHAMPAIGN,IL,61820
2232,Moe's Southwest Grill,2041 S Neil ST,CHAMPAIGN,IL,61820
