id_facility,id_inspection,date,type
1011,256958,2017-10-05,Routine
1011,130384,2016-04-25,Routine
1011,130089,2015-09-02,Routine
1011,198682,2014-07-09,Routine
1011,82885,2013-01-10,Routine
1011,121924,2012-07-21,Routine
1011,38233,2011-03-16,Routine
1011,66686,2009-01-09,Routine
1014,289685,2017-07-03,Routine
1014,207688,2015-03-20,Routine
1014,148682,2013-03-27,Routine
1014,80954,2011-01-28,Routine
1014,36968,2009-01-09,Routine
1016,269893,2017-06-14,Routine
1016,269772,2017-02-07,Routine
1016,216022,2016-09-20,Reinspection
1016,216004,2016-08-24,Routine
1016,130350,2016-03-17,Routine
1016,199063,2015-11-04,Routine
1016,198835,2015-02-17,Routine
1016,174985,2014-08-19,Routine
1016,174831,2014-02-03,Routine
1016,180734,2013-06-17,Routine
1016,162769,2013-03-06,Reinspection
1016,162740,2013-02-04,Routine
1016,148668,2012-10-22,Routine
1016,88085,2012-06-05,Routine
1016,87986,2012-02-08,Routine
1016,74922,2011-09-19,Reinspection
1016,74907,2011-08-04,Routine
1016,97667,2011-03-23,Routine
1016,67033,2010-08-17,Routine
1016,66944,2010-04-07,Routine
1016,66850,2009-08-17,Routine
1016,66777,2009-04-27,Routine
1016,66669,2008-11-18,Reinspection
1016,40703,2008-10-20,Routine
1016,18746,2008-04-23,Routine
1018,250101,2017-10-30,Routine
1018,266735,2016-12-07,Routine
1018,198964,2015-06-25,Routine
1018,174951,2014-06-17,Routine
1018,180693,2013-04-26,Routine
1018,88103,2012-07-02,Routine
1018,87861,2011-07-25,Routine
1018,87704,2010-12-07,Routine
1018,37518,2009-10-21,Routine
1018,817,2008-01-08,Routine
1019,269943,2017-07-27,Routine
1019,269746,2017-01-12,Routine
1019,215983,2016-07-19,Routine
1019,215896,2016-02-23,Routine
1019,198995,2015-09-03,Routine
1019,198796,2015-01-12,Routine
1019,194775,2014-06-30,Routine
1019,166873,2014-01-28,Routine
1019,170784,2013-09-26,Routine
1019,164723,2013-01-16,Routine
1019,96011,2012-08-21,Routine
1019,95946,2012-05-04,Routine
1019,95854,2012-02-02,Routine
1019,83882,2011-05-31,Routine
1019,83786,2011-01-27,Routine
1019,83697,2010-06-25,Routine
1019,80743,2010-02-19,Routine
1019,37550,2009-11-04,Routine
1019,37289,2009-06-17,Routine
1019,37052,2009-02-24,Routine
1019,36828,2008-10-20,Routine
1019,10869,2008-07-07,Routine
1019,14699,2008-03-03,Routine
1021,251768,2017-01-31,Routine
1021,213671,2016-06-17,Routine
1021,229677,2015-04-16,Routine
1021,194761,2014-06-02,Routine
1021,164749,2013-02-20,Routine
1021,95863,2012-02-10,Routine
1021,87745,2011-02-18,Routine
1021,74738,2010-06-14,Routine
1021,60780,2009-03-18,Routine
1021,10745,2008-03-12,Routine
1026,130362,2016-03-25,Routine
1026,180904,2014-05-05,Routine
1026,166699,2013-02-28,Routine
1026,115715,2012-01-06,Routine
1026,80933,2011-01-12,Routine
1026,37730,2010-02-24,Routine
1026,37084,2009-03-06,Routine
1026,36958,2009-01-02,Routine
1026,10698,2008-02-07,Routine
1026,18675,2008-01-31,Routine
1027,288685,2017-06-27,Routine
1027,259775,2017-03-07,Routine
1027,235882,2016-09-12,Routine
1027,235776,2016-05-04,Routine
1027,195180,2015-12-10,Routine
1027,194987,2015-04-13,Routine
1027,171025,2014-12-02,Routine
1027,170894,2014-04-14,Routine
1027,150806,2013-06-20,Routine
1027,150724,2013-02-14,Routine
1027,82818,2012-10-12,Routine
1027,121902,2012-06-25,Routine
1027,121773,2012-03-05,Routine
1027,87843,2011-06-14,Routine
1027,87737,2011-02-09,Routine
1027,87676,2010-09-27,Reinspection
1027,38747,2010-08-18,Routine
1027,38729,2010-04-21,Reinspection
1027,37776,2010-03-18,Routine
1027,60831,2009-04-27,Routine
1027,36985,2009-01-21,Routine
1027,10868,2008-07-07,Routine
1027,10733,2008-03-04,Routine
1029,256829,2017-05-03,Routine
1029,195350,2016-08-03,Routine
1029,215745,2015-07-07,Routine
1029,150965,2014-06-17,Routine
1029,160747,2013-01-14,Routine
1029,62837,2012-04-22,Routine
1029,87715,2011-01-19,Routine
1029,74735,2010-06-07,Routine
1029,60809,2009-04-10,Routine
1029,10855,2008-06-23,Routine
103,269758,2017-01-26,Routine
103,266682,2016-10-14,Routine
103,215880,2016-02-04,Routine
103,199024,2015-10-06,Routine
103,198848,2015-02-26,Routine
103,174991,2014-09-02,Routine
103,174816,2014-01-21,Routine
103,180778,2013-09-26,Routine
103,83009,2013-04-22,Routine
103,156701,2012-12-03,Routine
103,88136,2012-08-16,Routine
103,88018,2012-03-09,Routine
103,95724,2011-05-05,Routine
103,67092,2011-01-24,Routine
103,80910,2010-10-18,Routine
103,80818,2010-05-07,Routine
103,80697,2010-01-06,Routine
103,40795,2009-05-08,Routine
103,40721,2009-01-07,Routine
103,32716,2008-08-15,Routine
103,16700,2008-03-31,Routine
1030,256862,2017-06-15,Routine
1030,195352,2016-08-04,Routine
1030,130023,2015-08-04,Routine
1030,83570,2014-07-28,Routine
1030,82947,2013-03-06,Routine
1030,62862,2012-06-10,Routine
1030,85869,2011-02-08,Routine
1030,85722,2010-06-10,Routine
1030,58808,2009-06-19,Routine
1030,14732,2008-04-29,Routine
1031,231833,2016-02-12,Routine
1031,83563,2014-07-24,Routine
1031,38589,2012-02-07,Routine
1031,37631,2010-01-11,Routine
1031,876,2008-01-24,Routine
1032,270012,2017-10-18,Routine
1032,269834,2017-04-19,Routine
1032,256706,2016-12-20,Routine
1032,195327,2016-06-17,Routine
1032,215869,2015-12-09,Routine
1032,215734,2015-06-10,Routine
1032,150976,2014-08-12,Routine
1032,150937,2014-04-17,Routine
1032,174767,2013-08-26,Routine
1032,174697,2013-04-25,Routine
1032,162687,2012-11-28,Routine
1032,82730,2012-08-23,Routine
1032,121848,2012-05-04,Reinspection
1032,121829,2012-04-13,Routine
1032,38540,2011-12-13,Routine
1032,83847,2011-04-26,Routine
1032,83749,2010-10-27,Routine
1032,80807,2010-04-26,Routine
1032,60878,2009-11-15,Routine
1032,54696,2009-02-03,Routine
1032,14802,2008-06-30,Routine
1032,14696,2008-02-28,Routine
1033,275792,2017-06-05,Routine
1033,251759,2017-01-23,Routine
1033,231935,2016-08-19,Routine
1033,231848,2016-03-03,Routine
1033,229738,2015-08-10,Routine
1033,181052,2015-01-12,Routine
1033,194784,2014-07-18,Routine
1033,166867,2014-01-21,Routine
1033,170753,2013-08-02,Routine
1033,82951,2013-03-07,Routine
1033,96012,2012-08-22,Routine
1033,95947,2012-05-07,Routine
1033,95852,2012-02-01,Routine
1033,87838,2011-06-07,Routine
1033,87743,2011-02-17,Routine
1033,38742,2010-07-21,Routine
1033,38726,2010-04-15,Reinspection
1033,38719,2010-03-11,Routine
1033,38693,2009-10-26,Routine
1033,60865,2009-06-17,Routine
1033,60761,2009-03-09,Routine
1033,10887,2008-07-17,Routine
1033,10697,2008-02-06,Routine
1034,259784,2017-03-16,Routine
1034,235750,2016-04-11,Routine
1034,130369,2016-04-11,Routine
1034,194953,2015-03-04,Routine
1034,170853,2014-02-20,Routine
1034,82907,2013-01-31,Routine
1034,121732,2012-01-25,Routine
1034,87731,2011-02-04,Routine
1034,37689,2010-02-04,Routine
1034,37386,2009-08-11,Routine
1034,14689,2008-02-14,Routine
1035,130365,2016-04-01,Routine
1035,83564,2014-07-24,Routine
1035,142669,2012-10-01,Routine
1035,37922,2010-05-25,Routine
1035,32717,2008-08-15,Routine
104,295711,2017-09-19,Routine
104,266767,2017-02-17,Routine
104,251674,2016-09-28,Routine
104,243675,2016-01-29,Routine
104,231761,2015-10-20,Routine
104,198830,2015-02-11,Routine
104,181000,2014-09-15,Routine
104,180880,2014-04-07,Routine
104,166819,2013-09-16,Routine
104,166754,2013-05-13,Routine
104,164714,2012-12-11,Routine
104,140673,2012-09-04,Routine
104,115781,2012-02-28,Routine
104,95793,2011-09-06,Routine
104,95672,2011-02-17,Routine
104,80891,2010-09-02,Routine
104,80726,2010-02-02,Routine
104,40839,2009-09-03,Routine
104,40745,2009-02-06,Routine
104,36732,2008-09-08,Routine
104,16702,2008-04-01,Routine
1044,256876,2017-06-29,Routine
1044,256720,2017-01-19,Routine
1044,195381,2016-09-08,Reinspection
1044,195363,2016-08-16,Routine
1044,195191,2016-01-15,Routine
1044,215794,2015-09-10,Routine
1044,207686,2015-03-19,Routine
1044,198685,2014-07-14,Routine
1044,150933,2014-04-08,Routine
1044,174804,2013-11-05,Routine
1044,174678,2013-04-11,Routine
1044,162690,2012-12-03,Routine
1044,136697,2012-08-29,Routine
1044,121821,2012-04-06,Routine
1044,83867,2011-05-17,Routine
1044,83778,2011-01-13,Routine
1044,83690,2010-06-21,Routine
1044,80747,2010-02-23,Routine
1044,54714,2009-11-04,Routine
1044,54744,2009-04-07,Routine
1044,36698,2008-08-29,Routine
1044,14692,2008-02-21,Routine
1045,243672,2016-01-26,Routine
1045,198770,2014-10-22,Routine
1045,82772,2012-09-25,Routine
1045,85683,2010-03-25,Routine
1045,14746,2008-05-09,Routine
1046,259788,2017-03-20,Routine
1046,251744,2016-12-01,Routine
1046,243935,2016-08-31,Routine
1046,243738,2016-03-31,Routine
1046,231791,2015-11-23,Routine
1046,194978,2015-03-31,Reinspection
1046,207695,2015-03-27,Routine
1046,129700,2014-10-21,Routine
1046,180914,2014-05-13,Routine
1046,166784,2013-08-01,Routine
1046,115795,2012-03-16,Routine
1046,97737,2011-06-22,Routine
1046,66901,2010-02-11,Routine
1046,66701,2009-01-28,Routine
1046,18677,2008-02-04,Routine
105,250021,2017-09-15,Routine
105,266759,2017-02-02,Routine
105,251673,2016-09-28,Routine
105,243674,2016-01-29,Routine
105,231762,2015-10-20,Routine
105,198825,2015-02-05,Routine
105,181006,2014-09-29,Routine
105,180881,2014-04-07,Routine
105,166829,2013-10-08,Routine
105,83003,2013-04-22,Routine
105,164707,2012-12-04,Routine
105,140671,2012-08-30,Routine
105,115766,2012-02-15,Routine
105,95794,2011-09-07,Routine
105,67100,2011-01-31,Routine
105,80887,2010-08-30,Routine
105,80723,2010-01-29,Routine
105,37418,2009-08-31,Routine
105,40751,2009-02-24,Routine
105,36734,2008-09-08,Routine
105,1052,2008-04-14,Routine
1051,256840,2017-05-16,Routine
1051,195256,2016-03-15,Routine
1051,129844,2015-04-17,Routine
1051,150925,2014-03-25,Routine
1051,160763,2013-01-29,Routine
1051,91721,2012-01-19,Routine
1051,80941,2011-01-19,Routine
1051,37621,2010-01-05,Routine
1051,66696,2009-01-22,Routine
1051,40675,2008-09-05,Routine
1059,291711,2017-09-18,Routine
1059,249823,2017-03-17,Routine
1059,251728,2016-11-14,Routine
1059,243826,2016-06-09,Routine
1059,130312,2016-02-09,Routine
1059,231775,2015-11-05,Routine
1059,198915,2015-04-29,Routine
1059,180998,2014-09-10,Routine
1059,180869,2014-03-20,Routine
1059,166847,2013-11-05,Routine
1059,83116,2013-06-25,Routine
1059,140697,2012-10-02,Routine
1059,115871,2012-05-30,Routine
1059,115768,2012-02-16,Routine
1059,121675,2011-11-01,Routine
1059,95748,2011-06-15,Routine
1059,95670,2011-02-16,Routine
1059,70696,2010-08-19,Routine
1059,37842,2010-04-22,Routine
1059,37303,2009-06-24,Routine
1059,37045,2009-02-18,Routine
1059,36829,2008-10-20,Routine
1059,1163,2008-07-07,Routine
1059,941,2008-03-03,Routine
1061,291710,2017-09-18,Routine
1061,130311,2016-02-09,Routine
1061,231723,2015-07-13,Routine
1061,180938,2014-06-12,Routine
1061,83117,2013-06-25,Routine
1061,115769,2012-02-16,Routine
1061,95782,2011-08-19,Routine
1061,70698,2010-09-14,Routine
1061,37534,2009-10-29,Routine
1064,275859,2017-08-01,Routine
1064,259705,2016-11-09,Routine
1064,129949,2015-06-22,Routine
1064,194882,2014-11-17,Routine
1064,83247,2013-09-06,Routine
1064,150703,2012-12-06,Routine
1064,121677,2011-11-04,Routine
1064,85829,2010-12-13,Routine
1064,60849,2009-05-18,Routine
1064,947,2008-03-04,Routine
107,275867,2017-08-07,Routine
107,231814,2015-12-14,Routine
107,83371,2013-12-03,Routine
107,95779,2011-08-15,Routine
107,37529,2009-10-27,Routine
1070,269975,2017-09-05,Reinspection
1070,269948,2017-08-02,Routine
1070,269797,2017-03-06,Routine
1070,216014,2016-09-08,Routine
1070,215929,2016-04-13,Routine
1070,199086,2015-11-30,Routine
1070,198864,2015-03-19,Routine
1070,175014,2014-10-06,Routine
1070,174875,2014-03-17,Routine
1070,180732,2013-06-10,Routine
1070,162719,2013-01-15,Routine
1070,140699,2012-10-03,Routine
1070,88088,2012-06-07,Routine
1070,87999,2012-02-22,Routine
1070,91687,2011-09-08,Routine
1070,38112,2010-11-03,Routine
1070,66870,2009-11-23,Routine
1070,896,2008-02-07,Routine
1072,259931,2017-09-18,Routine
1072,235723,2016-03-11,Routine
1072,194995,2015-04-24,Routine
1072,170887,2014-04-04,Routine
1072,150859,2013-10-04,Routine
1072,121942,2012-08-13,Routine
1072,80946,2011-01-24,Routine
1072,66912,2010-02-26,Routine
1072,66720,2009-02-24,Routine
1072,18722,2008-03-28,Routine
1073,259790,2017-03-21,Routine
1073,195094,2015-09-24,Routine
1073,82941,2013-02-28,Routine
1073,121687,2011-11-28,Routine
1073,66869,2009-11-17,Routine
1074,269937,2017-07-24,Routine
1074,269802,2017-03-14,Routine
1074,266680,2016-10-11,Routine
1074,215892,2016-02-17,Routine
1074,199041,2015-10-20,Routine
1074,198809,2015-01-22,Routine
1074,194861,2014-10-20,Routine
1074,166878,2014-02-03,Routine
1074,170740,2013-07-15,Routine
1074,164720,2013-01-14,Routine
1074,96044,2012-09-26,Routine
1074,95969,2012-06-01,Routine
1074,95869,2012-02-16,Routine
1074,99714,2011-06-14,Routine
1074,85861,2011-01-28,Routine
1074,85723,2010-06-14,Routine
1074,58932,2010-02-16,Routine
1074,58868,2009-10-21,Routine
1074,58795,2009-05-27,Routine
1074,58684,2008-09-19,Routine
1079,256899,2017-07-24,Routine
1079,273674,2017-01-26,Routine
1079,195374,2016-08-31,Routine
1079,195227,2016-02-17,Routine
1079,215775,2015-08-13,Routine
1079,171052,2015-02-04,Routine
1079,198667,2014-06-23,Routine
1079,83412,2014-01-28,Routine
1079,174753,2013-07-31,Routine
1079,168676,2013-02-26,Routine
1079,136710,2012-09-12,Routine
1079,38799,2012-05-15,Routine
1079,91732,2012-02-09,Routine
1079,87933,2011-11-07,Routine
1079,87825,2011-05-24,Routine
1079,87721,2011-01-25,Routine
1079,66980,2010-06-02,Routine
1079,66877,2010-01-06,Routine
1079,66801,2009-05-26,Routine
1079,66714,2009-02-11,Routine
1079,18817,2008-08-13,Routine
1079,18745,2008-04-23,Routine
1081,259864,2017-06-05,Routine
1081,235762,2016-04-21,Routine
1081,195059,2015-08-14,Routine
1081,170929,2014-06-11,Routine
1081,150877,2013-11-15,Routine
1081,121798,2012-03-23,Routine
1081,87820,2011-05-18,Routine
1081,85680,2010-03-23,Routine
1081,60785,2009-03-23,Routine
1081,10782,2008-04-07,Routine
1085,256745,2017-02-13,Routine
1085,171048,2015-01-30,Routine
1085,148678,2013-01-30,Routine
1085,87817,2011-05-13,Routine
1085,60783,2009-03-19,Routine
1085,10703,2008-02-07,Routine
1089,269972,2017-08-30,Routine
1089,269778,2017-02-15,Routine
1089,130522,2016-09-06,Routine
1089,215877,2016-01-21,Routine
1089,195077,2015-08-27,Routine
1089,194929,2015-02-03,Routine
1089,170961,2014-09-25,Routine
1089,170837,2014-01-30,Routine
1089,150856,2013-10-02,Routine
1089,174685,2013-04-16,Routine
1089,160718,2012-12-05,Routine
1089,121954,2012-08-30,Routine
1089,121777,2012-03-08,Routine
1089,83931,2011-10-06,Routine
1089,83795,2011-02-24,Routine
1089,38085,2010-10-21,Routine
1089,80805,2010-04-23,Routine
1089,60771,2009-03-16,Routine
1089,10675,2008-01-18,Routine
109,256804,2017-04-10,Routine
109,195206,2016-01-28,Routine
109,215758,2015-07-22,Routine
109,198698,2014-07-23,Routine
109,174725,2013-06-20,Routine
109,154670,2012-12-10,Reinspection
109,154667,2012-11-07,Routine
109,95719,2011-04-25,Routine
109,74762,2010-08-03,Routine
109,74703,2009-09-24,Routine
109,58670,2008-09-02,Routine
1091,291704,2017-08-28,Routine
1091,256777,2017-03-17,Routine
1091,251733,2016-11-18,Routine
1091,243838,2016-06-17,Routine
1091,243706,2016-02-21,Routine
1091,231788,2015-11-19,Routine
1091,194967,2015-03-20,Routine
1091,180965,2014-07-22,Routine
1091,180833,2014-02-18,Routine
1091,83017,2013-04-25,Routine
1091,115759,2012-02-09,Routine
1091,97729,2011-06-09,Routine
1091,66898,2010-02-09,Routine
1091,66680,2009-01-05,Routine
1091,18679,2008-02-05,Routine
1095,291716,2017-10-04,Reinspection
1095,291713,2017-09-27,Routine
1095,275716,2017-03-29,Routine
1095,243932,2016-08-30,Routine
1095,243739,2016-04-04,Routine
1095,130224,2015-12-15,Routine
1095,198883,2015-04-02,Reinspection
1095,198861,2015-03-17,Routine
1095,181039,2014-11-06,Reinspection
1095,181029,2014-10-22,Routine
1095,180873,2014-03-24,Routine
1095,166860,2013-11-26,Routine
1095,83071,2013-06-05,Routine
1095,164698,2012-11-26,Routine
1095,140670,2012-08-29,Reinspection
1095,115918,2012-07-30,Routine
1095,115817,2012-04-02,Routine
1095,38528,2011-12-07,Routine
1095,83866,2011-05-16,Reinspection
1095,83838,2011-04-16,Routine
1095,83759,2010-11-16,Routine
1095,83685,2010-06-10,Reinspection
1095,37934,2010-06-09,Reinspection
1095,83677,2010-05-10,Routine
1095,37601,2009-11-30,Routine
1095,37168,2009-04-15,Routine
1095,1025,2008-04-15,Routine
1095,824,2008-01-09,Routine
1097,269858,2017-05-09,Routine
1097,257674,2016-09-27,Routine
1097,198955,2015-06-17,Routine
1097,174948,2014-06-13,Routine
1097,180672,2013-04-03,Routine
1097,87969,2012-01-24,Routine
1097,87885,2011-08-16,Routine
1097,60927,2010-08-13,Routine
1097,58880,2009-11-04,Routine
1097,14736,2008-05-02,Routine
1098,259826,2017-04-26,Routine
1098,235765,2016-04-22,Routine
1098,195131,2015-10-28,Reinspection
1098,195109,2015-10-08,Routine
1098,170924,2014-05-29,Routine
1098,150710,2013-01-10,Routine
1098,121738,2012-01-31,Routine
1098,85891,2011-03-07,Routine
1098,85700,2010-04-30,Routine
1098,58738,2009-03-10,Routine
1098,942,2008-03-03,Routine
11,293688,2017-08-15,Routine
11,231710,2015-06-11,Routine
11,82887,2013-01-09,Routine
11,95688,2011-03-02,Routine
11,80685,2009-11-05,Routine
1101,270024,2017-11-02,Routine
1101,130455,2016-07-01,Routine
1101,129944,2015-06-16,Routine
1101,174937,2014-05-23,Routine
1101,82973,2013-03-15,Routine
1101,88169,2012-09-13,Routine
1101,38548,2011-12-19,Routine
1101,85822,2010-12-08,Routine
1101,58816,2009-07-08,Routine
1101,14790,2008-06-18,Routine
1103,293675,2017-08-02,Routine
1103,243673,2016-01-27,Routine
1103,231688,2015-05-08,Routine
1103,180824,2014-02-10,Routine
1103,166703,2013-03-05,Routine
1103,115742,2012-01-30,Routine
1103,38283,2011-05-05,Routine
1103,37727,2010-02-24,Routine
1103,60758,2009-03-05,Routine
1103,10686,2008-01-28,Routine
1105,275741,2017-04-19,Reinspection
1105,275721,2017-04-03,Routine
1105,251715,2016-11-07,Routine
1105,243790,2016-05-09,Routine
1105,130222,2015-12-14,Routine
1105,198911,2015-04-27,Routine
1105,129697,2014-10-20,Reinspection
1105,181015,2014-10-06,Routine
1105,180861,2014-03-11,Routine
1105,166841,2013-10-28,Routine
1105,83142,2013-07-03,Reinspection
1105,166760,2013-07-02,Reinspection
1105,83060,2013-06-03,Routine
1105,140703,2012-10-09,Routine
1105,115881,2012-06-13,Reinspection
1105,115852,2012-05-14,Routine
1105,115752,2012-02-06,Routine
1105,87841,2011-06-13,Routine
1105,87747,2011-02-22,Routine
1105,87687,2010-10-29,Reinspection
1105,87673,2010-09-21,Routine
1105,38732,2010-04-28,Routine
1105,60860,2009-06-02,Routine
1105,60743,2009-02-23,Routine
1105,10902,2008-08-12,Routine
1105,10717,2008-02-20,Routine
1106,266753,2017-01-26,Routine
1106,207694,2015-03-26,Routine
1106,148688,2013-05-17,Routine
1106,121702,2011-12-14,Routine
1106,60798,2009-03-30,Routine
1109,259940,2017-09-28,Routine
1109,129874,2015-05-07,Routine
1109,83075,2013-06-07,Routine
1109,74874,2011-05-10,Routine
1109,37341,2009-07-14,Routine
1114,275825,2017-06-26,Routine
1114,243949,2016-09-13,Routine
1114,229678,2015-04-16,Routine
1114,194735,2014-04-28,Routine
1114,170668,2013-03-13,Routine
1114,95823,2012-01-05,Routine
1114,87720,2011-01-24,Routine
1114,37643,2010-01-06,Routine
1114,37388,2009-08-11,Routine
1114,14678,2008-02-04,Routine
1115,259837,2017-05-08,Routine
1115,235748,2016-04-12,Routine
1115,129987,2015-07-10,Routine
1115,83610,2014-08-18,Routine
1115,150865,2013-10-09,Routine
1115,121743,2012-02-03,Routine
1115,80962,2011-02-07,Routine
1115,37884,2010-05-13,Routine
1115,66832,2009-07-16,Routine
1115,40691,2008-09-19,Routine
1117,256884,2017-07-10,Routine
1117,256725,2017-01-24,Routine
1117,195390,2016-09-15,Routine
1117,195307,2016-05-26,Routine
1117,215845,2015-11-04,Routine
1117,215726,2015-05-27,Routine
1117,198750,2014-10-01,Routine
1117,150952,2014-05-20,Routine
1117,174801,2013-10-29,Routine
1117,174695,2013-04-23,Routine
1117,162685,2012-11-27,Routine
1117,136692,2012-08-22,Routine
1117,115818,2012-04-02,Routine
1117,38555,2011-12-22,Routine
1117,83890,2011-06-28,Reinspection
1117,83860,2011-05-10,Routine
1117,83755,2010-11-10,Routine
1117,80808,2010-04-27,Routine
1117,60879,2009-11-27,Routine
1117,37220,2009-05-05,Routine
1117,36824,2008-10-17,Routine
1117,920,2008-02-25,Routine
1120,235766,2016-04-25,Routine
1120,83482,2014-05-27,Routine
1120,74943,2012-02-28,Routine
1120,37672,2010-01-28,Routine
1120,1084,2008-05-27,Routine
1128,269905,2017-06-24,Routine
1128,130463,2016-07-16,Routine
1128,130158,2015-10-02,Routine
1128,83507,2014-06-14,Routine
1128,180721,2013-05-25,Routine
1128,88147,2012-08-27,Routine
1128,97717,2011-05-21,Routine
1128,37917,2010-05-22,Routine
1128,37281,2009-06-06,Routine
1128,36778,2008-09-27,Routine
1134,251711,2016-11-02,Routine
1134,231778,2015-11-09,Routine
1134,129704,2014-10-23,Routine
1134,83346,2013-11-08,Routine
1134,164697,2012-11-21,Routine
1134,115698,2011-11-28,Routine
1134,38088,2010-10-22,Routine
1134,36862,2008-11-05,Routine
1142,249921,2017-07-15,Routine
1142,130422,2016-06-06,Routine
1142,129871,2015-05-02,Routine
1142,83490,2014-06-02,Routine
1142,150836,2013-08-23,Routine
1142,82749,2012-09-06,Routine
1142,91688,2011-09-08,Routine
1142,37561,2009-08-15,Routine
1149,269896,2017-06-16,Routine
1149,216021,2016-09-16,Routine
1149,198951,2015-06-15,Routine
1149,174935,2014-05-21,Routine
1149,162723,2013-01-18,Routine
1149,88002,2012-02-27,Routine
1149,87923,2011-10-17,Routine
1149,87691,2010-11-15,Routine
1149,60803,2009-04-02,Routine
115,270021,2017-11-02,Routine
115,266690,2016-10-21,Routine
115,198903,2015-04-13,Routine
115,175026,2014-10-23,Routine
115,180697,2013-04-30,Routine
115,88076,2012-05-16,Routine
115,74868,2011-05-02,Routine
115,37838,2010-04-19,Routine
115,37064,2009-02-27,Routine
115,6676,2008-02-08,Routine
1152,249917,2017-07-14,Routine
1152,213670,2016-06-08,Routine
1152,195052,2015-08-10,Routine
1152,170939,2014-07-01,Routine
