id_inspection,id_facility,date,type,score,critical_demerits,repeat_demerits,adj_score,comments
180979,1329,2014-08-06,Routine,78,10,14,54,"Cooler beneath the flat top grill was condemned for use until it can maintain food temperatures at 41F or below. Please contact me to verify before use.Please purchase bleach test strips to ensure proper concentration of sanitizer.Questions please call 217-531-2918."
180981,1205,2014-08-13,Routine,84,5,16,63,"Pleast post a copy of all certified employees (Food Service Sanitation Certificate).Be sure to correct repeat violations and purchase chlorine test strips.Questions call 217-531-2918."
180982,1741,2014-08-14,Routine,91,5,8,78,"Be sure to label all chemical bottles appropriately.Questions please call 217-531-2918."
180983,646,2014-08-15,Routine,88,5,12,71,"Counter top cooler was being serviced during inspection. Unit is condemned for use until it can maintain food temperatures at 41F or below. Contact inspector to verify.Questions please call 217-531-2918."
180984,514,2014-08-18,Routine,85,5,14,66,"Both the make table and walk-in cooler were called in to be serviced and inspector will be back to verify before use.Questions call 217-531-2918."
180985,767,2014-08-19,Routine,74,15,16,43,"Far left walk-in cooler and make table are condemned for use until they can maintain food temperatures at 41F or below. The cold buffet table, walk-in cooler, and make table are to be serviced day of inspection. Contact inspector to verify before use. Questions call 217-531-2918."
180986,1792,2014-08-20,Routine,94,0,4,90,"Good job on temperatures and hand washing. Questions please call 217-531-2918."
180987,433,2014-08-25,Routine,85,5,10,70,"Please lower the temperature of the walk-in cooler and contact inspector to verify within ten business days. Questions please call 217-531-2918."
180989,182,2014-08-26,Routine,92,5,2,85,"Please contact your pest control company and return a copy of the invoice along with the MVC sheet within ten business days.Good job on hand washing.Questions please call 217-531-2918."
180990,61,2014-08-26,Routine,84,10,12,62,"Please be sure to connect your sidekick/water wasting T device to your mop sink faucet.Please service your milk cooler and contact inspector to verify.Questions please call 217-531-2918."
180991,1256,2014-08-26,Routine,82,5,16,61,Questions please call 217-531-2918.
180992,15,2014-08-28,Routine,87,0,10,77,"Good job on hot and cold food temperatures.Questions please call 217-531-2918."
180993,1214,2014-08-28,Routine,92,0,2,90,"Facility is not currently in operation. No food is being served. Construction inspection was conducted.Questions please call 217-531-2918."
180994,429,2014-09-02,Routine,84,5,10,69,"Be sure to keep eggs 41F or below at all times. Any house made dressings need to be used and/or discarded after 7 days. Questions please call 217-531-2918."
180996,1263,2014-09-06,Routine,94,0,2,92,"Facility was clean and organized. Questions please call 217-531-2918."
180997,501,2014-09-08,Routine,84,10,6,68,"Dish machine is condemned for use until it is serviced and inspector can verify it is functioning properly.Please be sure to maintain cold food products at 41F or below at all times.Questions please call 217-531-2918."
180998,1059,2014-09-10,Routine,88,10,0,78,"Please be sure to maintain hot held potentially hazardous food items at 135F or above. Please fax/email a copy of the pest control invoice.Questions please call 217-531-2918."
180999,1705,2014-09-10,Routine,84,5,6,73,"Be sure to follow proper cooling procedures (135F to 70F within first 2 hours, then 70F to 41F within the next 4 hours).Keep the garlic and oil mixture 41F or below.Questions please call 217-531-2918."
181000,104,2014-09-15,Routine,94,0,12,82,"Please chill food items that are prepped in the freezer to lower temperature to 41F or below before placing in upright reach-in cooler. Please lower the temperature of your upright reach-in cooler (doors are opened multiple times during lunch services). Please work on repeat violations. Questions call 217-531-2918."
181002,1700,2014-09-18,Routine,80,10,6,64,"Please be sure to keep all cold held potentially hazardous foods at 41F or below.Please designate an area for employee drinks near a hand sink.Questions call 217-531-2918."
181003,1921,2014-09-22,Routine,82,10,12,60,"Please be sure to keep the air curtain turned on during on to prevent any flies from entering the facility.Please be sure to keep all hot held food items at 135F or above.Questions please call 217-531-2918."
181004,1327,2014-09-23,Routine,80,15,10,55,"After dish machine and reach-in cooler are serviced, please contact inspector to verify. Be sure to keep all cold held potentially hazardous foods 41F or below.Questions call 217-531-2918."
181006,105,2014-09-29,Routine,85,5,14,66,"Please contact your pest control company and return MVC sheet (along with invoice) within ten business days.Note: Please consider having the hot boxes serviced to function under mechanical means, rather than by using sterno cans.Questions call 217-531-2918."
181007,6,2014-09-29,Routine,77,10,26,41,"Be sure to wash hand at the hand sink only. Always use soap when washing hands.Keep all cold potentially hazardous foods at 41F or below at all times.Questions please call 217-531-2918."
181009,1709,2014-10-01,Routine,76,15,16,45,"Call me when cooler is fixed and I will verify before use.Be sure to eat in dining areas; not in the kitchen. Questions please call 217-531-2918."
181011,1499,2014-10-02,Routine,98,0,0,98,Questions please call 217-531-2918.
181012,1486,2014-10-02,Routine,84,10,10,64,"Please repair hand sink and display cooler (lower temperature), and contact inspector to verify.Questions please call 217-531-2918."
181013,1622,2014-10-03,Routine,98,0,0,98,Questions please call 217-531-2918.
181014,31,2014-10-03,Routine,91,0,18,73,"Please work on correcting repeat violations. Questions please call 217-531-2918."
181015,1105,2014-10-06,Routine,64,25,32,7,"The adjusted score indicates compliance below a satisfactory level. A Re-Inspection Required"" Inspection Notice shall be posted at the location determined by the health officer and shall remain posted until a satisfactory re-inspection is completed. A request form with written instructions for requesting a re-inspection has been issued to the person-in-charge. Please contact your pest control company and your dish machine repair person. Please correct the back door violation.Return the signed MVC sheet along with documentation of corrective actions (i.e. invoices) to the health department within 10 days. Questions please call 217-531-2918."
181016,132,2014-10-07,Routine,99,0,0,99,"Good job on overall cleanliness and cold/hot temperature holding.Questions please call 217-531-2918."
181017,1751,2014-10-07,Routine,86,0,8,78,"Good job on correcting repeat violations.Questions please call 217-531-2918."
181018,2032,2014-10-08,Routine,90,0,2,88,Questions please call 217-531-2918.
181019,580,2014-10-08,Routine,95,0,4,91,Questions please call 217-531-2918.
181020,669,2014-10-09,Routine,83,15,14,54,"When steam table is serviced please contact inspector to verify.Be sure to keep a time log for your pizzas. Questions please call 217-531-2918."
181021,48,2014-10-14,Routine,94,0,8,86,"Please have the sandwich cooler (right of ""Pepsi"" cooler) serviced and contact inspector to verify.Questions please call 217-531-2918."
181022,2002,2014-10-14,Routine,85,10,10,65,"Please be sure to follow proper cooling procedures (shallow pans, no lid for ventilation, etc.). All cooked foods should be cooled to 70F within the first 2 hours, then cooled to 41F minimum with the next 4 hours.Please keep air curtain at drive-thru on.Questions call 217-531-2918."
181023,819,2014-10-15,Routine,94,0,12,82,"Note: Facility has approved cooling procedures (chill for 30 minutes using an ice wand then product is moved to the reach-in freezer to finish cooling).Excellent job on hand washing and food temperatures.Questions please call 217-531-2918."
181024,588,2014-10-16,Routine,93,0,2,91,Questions please call 217-531-2918.
181026,1931,2014-10-17,Routine,97,0,0,97,Questions please call 217-531-2918.
181027,1159,2014-10-20,Routine,77,15,2,60,"Note: Downstairs pantry wall was being fixed.  Please be finished by next inspection.Please correct hot water problem (i.e. additional hot water heater, booster, etc.)The mop sink requires a water wasting ""t"" for the ""y"" connector.  Please correct and notify me within 10 days.Questions please call 217-531-2918."
181028,534,2014-10-21,Routine,95,0,4,91,Questions please call 217-531-2918.
181029,1095,2014-10-22,Routine,75,20,26,29,"The adjusted score indicates compliance below a satisfactory level. A Re-Inspection Required"" Inspection Notice shall be posted at the location determined by the health officer and shall remain posted until a satisfactory re-inspection is completed. A request form with written instructions for requesting a re-inspection has been issued to the person-in-charge. Please contact your pest control company. Return the signed MVC sheet along with documentation of corrective actions (i.e. invoices) to the health department within 10 days. Questions please call 217-531-2918."
181031,621,2014-10-27,Routine,86,5,12,69,"Note: There were a few flies present in the back prep room. Please contact your pest control company to install either a fly light or sticky fly traps.Questions please call 217-531-2918."
181032,1933,2014-10-28,Routine,99,0,0,99,"Facility is clean and organized.Questions please call 217-531-2918."
181033,1471,2014-10-28,Routine,78,15,16,47,"Please be sure to follow proper cooling procedures (shallow pans, no lids for ventilation) to ensure foods cool to 41F or below within the six hour time frame.Please test your sanitizer to ensure proper concentration.Questions please call 217-531-2918."
181036,809,2014-11-03,Routine,86,10,2,74,"Please be sure pre-chill any food products before placing in the make table. Please label cooling foods with a start time of cooling process.Note: Please be sure to follow the 7-day date marking of your soft cheeses. Facility was left with a list of high risk cheeses that need date marking.Questions please call 217-531-2918."
181037,979,2014-11-04,Routine,83,5,14,64,"Please have the temperature of your walk-in cooler lowered and contact inspector to verify.Questions please call 217-531-2918."
181038,51,2014-11-05,Routine,86,5,16,65,"Please contact a licensed pest control service and return MVC along with invoice within ten business days.Questions please call 217-531-2918."
181039,1095,2014-11-06,Reinspection,82,10,12,60,"Be sure to cool all cooked food items in the walk-in cooler.Questions please call 217-531-2918."
181040,2014,2014-11-12,Routine,87,5,4,78,"Please keep all hand sinks accessible at all times.Good job on food temperatures.Questions please call 217-531-2918."
181041,1620,2014-11-12,Routine,87,5,6,76,"Please be sure to not stack food products too high in order to maintain food product at 41F or below.Questions please call 217-531-2918."
181043,2048,2014-11-18,Routine,84,5,2,77,"Please keep all hand sinks accessible at all times. Questions please call 217-531-2918."
181044,1236,2014-11-19,Routine,82,10,10,62,"Please be sure to chill all potentially hazardous food items in the walk-in cooler to 41F before placing in any reach-in units.Be sure to have employees follow proper hand washing procedures (prior to glove use).Questions please call 217-531-2918."
181046,1891,2014-11-24,Routine,69,25,16,28,"The adjusted score indicates compliance below a satisfactory level. A Re-Inspection Required"" Inspection Notice shall be posted at the location determined by the health officer and shall remain posted until a satisfactory re-inspection is completed. A request form with written instructions for requesting a re-inspection has been issued to the person-in-charge. Please contact your dish machine repair service and return MVC within ten business days. Dish machine is not to be used until inspector verifies it is functioning correctly.Questions call 217-531-2918."
181047,1897,2014-12-01,Routine,86,5,4,77,"Good job on handwashing and food temperatures.  Please keep potentially hazardous food items under mechanical refrigeration.Questions please call 217-531-2918."
181048,1891,2014-12-04,Reinspection,93,0,2,91,"Good job on correcting previous violations. Questions please call 217-531-2918."
181049,1177,2015-01-08,Routine,97,0,0,97,"Please designate an area for personal drinks near the hand sink (ex:small table?) and hooks/locker for employee jackets. Questions please call 217-531-2918."
181050,601,2015-01-08,Routine,93,0,10,83,"Please be sure to store personal drinks next to the hand sink. Discussed FHC.Questions please call 217-531-2918."
181051,690,2015-01-12,Routine,81,15,8,58,"HACCP for pancake mixture (sour start) is under review.Continue to use 3-compartment sink until dish machine is functioning properly. Call inspector to verify.Please be sure to keep hot held foods at 135F or above and all cold foods 41F or below.Questions call 217-531-2918."
181052,1033,2015-01-12,Routine,84,15,4,65,"Please be sure to keep all cold potentially hazardous foods at 41F or below. Discussed FHC.Please follow proper hand washing procedures.Questions please call 217-531-2918."
181053,1186,2015-01-13,Routine,82,10,10,62,"Please be sure to keep all cold held foods 41F or below at all times. No potentially hazardous food items shall be placed in the reach-in/make table coolers unless they are 41F or below. Questions please call 217-531-2918."
181054,862,2015-01-14,Routine,83,5,16,62,"Facility needs to work on repeat violations. Keep all cold held foods 41F or below.Questions call 217-531-2918."
181055,1581,2015-01-20,Routine,77,10,24,43,"1-door make table is condemned for use until it can maintain food temperatures at 41F or below. Contact inspector to verify.Discussed FHC. Questions call 217-531-2918."
181056,1972,2015-01-20,Routine,84,5,16,63,"Please be sure to keep hot held foods at 135F or above. FHC discussed.Questions call 217-531-2918."
181057,1361,2015-01-21,Routine,77,15,22,40,"Please be sure to cool your cooked foods properly (135F to 70F in 2 hours, 70F to 41F in the next 4 hours). Be sure to follow proper hand washing procedures.Questions please call 217-531-2918."
181059,593,2015-01-22,Routine,94,5,0,89,"Please be sure to keep your potentially hazardous cold foods 41F or below.Questions call 217-531-2918."
181060,2143,2015-01-22,Routine,96,0,0,96,"Only pre-packaged foods are sold in facility.Questions please call 217-531-2918."
181061,921,2015-01-23,Routine,92,0,8,84,Questions call 217-531-2918.
181062,911,2015-01-23,Routine,88,5,6,77,"Be sure to properly wash, rinse, sanitize all food contact equipment.Questions call 217-531-2918."
181064,701,2015-01-27,Routine,88,10,4,74,"Please repair the upright reach-in cooler and the open air counter top cooler and call inspector to verify before use.Please follow proper cooling procedures.Questions call 217-531-2918."
181065,2128,2015-01-27,Routine,84,5,4,75,"Provide a soap dispenser to the drive-thru hand sink. Please be sure to keep soap and paper towels available at all hand sinks. Be sure to keep all hand sinks accessible at all times.Do not over fill the pans in the top portion of make table to ensure food temperatures stay 41F or below.Questions please call 217-531-2918."
181067,1948,2015-01-29,Routine,89,10,0,79,"Be sure to sanitize your dishes and food contact surface equipment (either with chlorine bleach or quatanery ammonium) as well as purchase the test strips to test the sanitizer.Keep all chemical bottles stored away from food and single service items.Questions please call 217-531-2918."
181068,1904,2015-01-29,Routine,96,0,0,96,Questions please call 217-531-2918.
181069,831,2015-02-05,Routine,84,15,6,63,"Please be sure to date mark all ready-to-eat food items (soft cheese (brie), cooked and cooled items (salmon). Please cool all prepared food items properly (no lid, shallow pans).Questions call 217-531-2918."
181070,1822,2015-02-09,Routine,87,0,18,69,"NOTE: Homestyle reach-in freezer is for catering/in home use only. Please label as such.Questions please call 217-531-2918."
181071,808,2015-02-10,Routine,77,10,18,49,"Once the cream cheese display cooler is fixed please contact inspector to verify.Questions call 217-531-2918."
181072,854,2015-02-10,Routine,84,15,14,55,"Please be sure to keep all your potentially hazardous cold foods at 41F or below at all times. Be sure to check your sanitizer solution to ensure the proper chemical concentration of 200PPM. Questions call 217-531-2918."
181073,652,2015-02-11,Routine,72,15,10,47,"All cold potentially hazardous foods need to be stored under mechanical refrigeration.Please be sure to wash hands and wear gloves when handling ready-to-eat foods. Keep all hand sinks accessible.Questions call 217-531-2918."
181074,633,2015-02-12,Routine,95,0,0,95,Questions please call 217-531-2918.
181075,1906,2015-02-12,Routine,95,0,0,95,Questions please call 217-531-2918.
181076,1220,2015-02-18,Routine,76,10,14,52,"Good job on hand washing.Be sure to contact inspector when the dish machine is fixed to verify before use. Questions please call 217-531-2918."
181077,1863,2015-02-18,Routine,80,20,12,48,"Be sure to follow proper cooling procedures (shallow pans, no lid (ventilation), date and time marked) for all your cooked and cooled foods. Re-heating of cooled food items needs to be done on the stove and cooked to 165F minimum.Questions call 217-531-2918."
181078,757,2015-02-19,Routine,91,0,16,75,"NOTE: Facility was using a salad bar on ice in the dining room of the cafeteria. Potentially hazardous foods in the salad bar included cut tomatoes, hard boiled egg, cottage cheese, etc. Facility is not permitted to use ice as a means of cold holding for potentially hazardous food items. This issue was cited on a previous inspection. Facility may provide a salad bar using non potentially hazardous food products (lettuce, cucumber, grape tomatoes, non potentially hazardous salad dressing, etc.). Questions please call 217-531-2918."
181079,677,2015-02-20,Routine,97,0,0,97,"Good job on hand washing.Please purchase thermolabels to test the rinse temperature of your equipment in the dish machine. Dish machine needs to be run several times before it reaches 180F. Questions please call 217-531-2918."
181080,1792,2015-02-20,Routine,96,0,6,90,"Good job on temperatures. Questions please call 217-531-2918."
181082,602,2015-02-23,Routine,75,15,16,44,"Be sure to fix critical violations and return MVC sheet within ten business days. Questions call 217-531-2918."
181083,944,2015-02-24,Routine,73,15,12,46,"Be sure to use a barrier when handling ready to eat foods.Mark all cooked and cooling foods with a date and start time of cooling process.Facility needs to work on repeat violations. Questions call 217-531-2918."
181084,1521,2015-02-26,Routine,82,15,0,67,"Please hard pipe and provide air gap at the ice machine and return MVC within 10 business days.If facility wants to cook and cool food items either a blast chiller or walk-in cooler needs to be provided. Question please call 217-531-2918."
181085,1757,2015-02-26,Routine,89,10,10,69,"Be sure to service the square open air cooler in order to maintain food temperatures at 41F or below.Make sure you heat up your food products on the stove before placing in hot holding units.Questions call 217-531-2918."
181086,171,2015-02-26,Routine,82,15,10,57,"Please repair the dish machine and return MVC within ten business days. Once dish machine is serviced contact inspector to verify.Questions call 217-531-2918."
181087,1936,2015-03-03,Routine,74,10,16,48,"Facility needs to work on repeat violations. Follow proper cleaning procedures for your equipment. Questions call 217-531-2918."
181089,1890,2015-03-05,Routine,100,0,0,100,"If you have any question, please call me at 217-531-2918"
181090,856,2015-03-05,Routine,78,20,16,42,"Please correct all MVC violations and contact inspector within ten business days. No open food shall be sold until 3-compartment sink is serviced. Please register for FSSMC class and provide proof of registration.Questions call 217-531-2918."
181091,644,2015-03-05,Routine,85,10,4,71,"If you have any questions, please contact me at 217-531-2918."
181092,1849,2015-03-09,Routine,81,15,12,54,"Be sure to keep your cold foods cold (41F or below) and your hot held foods hot (135F or above).Do not place cooked and cooling items in the make table.Questions call 217-531-2918."
181093,1527,2015-03-09,Routine,80,5,20,55,"Be sure to keep all potentially hazardous cold foods (garlic and oil, chicken , etc.) 41F or below.Make sure you date mark your ready-to-eat food items (cream cheese mixture). Questions call 217-531-2918."
181094,1179,2015-03-10,Routine,87,0,16,71,Questions please call 217-531-2918.
181095,656,2015-03-11,Routine,77,20,16,41,"Please service the make table and contact inspector to verify. Be sure to follow proper hand washing procedures.Note: Facility was using ice as a means to cold hold pooled eggs and cut melon. These items need to be under mechanical refrigeration. Questions please call 217-531-2918."
181097,1609,2015-03-12,Routine,88,5,16,67,"Note: Produce walk-in cooler is not to be used for potentially hazardous foods (cut melons). Questions call217-531-2918."
181098,37,2015-03-12,Routine,92,0,14,78,Questions call 217-531-2918.
181099,776,2015-03-16,Routine,83,5,6,72,"Be sure to keep whipped butter 41F or below.Questions call 217-531-2918."
181100,1687,2015-03-16,Routine,83,10,0,73,"Be sure to keep potentially hazardous cold foods 41F or below.Questions call 217-531-2918."
181101,300,2015-03-17,Routine,87,5,2,80,"NOTE: Ambient air temperature of walk-in cooler in main kitchen (holding raw products) was 41F. Food items ranged from 41-43F. Please lower the air temperature of this unit to approx. 37F. Please keep hand sanitizers stored near hand sink; not near food or single service products.Questions call 217-531-2918."
181103,1187,2015-03-18,Routine,82,15,16,51,"Please mark your fruit cups on ice with a 4 hour time label.Keep air curtain turned on at drive-thru.Good job on hand washing.Questions call 217-531-2918."
181104,98,2015-03-19,Routine,93,5,2,86,"Please be sure to date mark all opened packages of deli meat and cut tomatoes.Facility is clean and organized.Questions please call 217-531-2918."
181105,2050,2015-03-19,Routine,94,0,6,88,"Be sure to pre-chill all potentially hazardous food items for salad bar (ranch dressing) before placing in salad bar. Questions call 217-531-2918."
181106,2132,2015-03-23,Routine,94,0,0,94,"Facility is clean and organized.Please post copies of FSSMC certificates. Questions please call 217-531-2918."
181107,961,2015-03-23,Routine,91,0,14,77,Questions please call 217-531-2918.
181108,2095,2015-03-24,Routine,79,15,0,64,"Note: Several sauces mixed with coconut milk (marked refrigerate after opening) were stored on ice in a tub. Cease this operation. Potentially hazardous foods are to be stored under mechanical refrigeration.Label your rice cooker used for employees only.Questions call 217-531-2918."
181109,905,2015-03-25,Routine,94,5,0,89,"Please correct critical violation and return MVC within ten business days.Questions please call 217-531-2918."
18667,735,2008-01-22,Routine,82,15,8,59,NA
18669,491,2008-01-28,Routine,69,20,12,37,NA
18670,737,2008-01-29,Routine,78,5,6,67,NA
18671,1194,2008-01-30,Routine,94,5,2,87,NA
18673,642,2008-01-30,Routine,94,0,0,94,NA
18675,1026,2008-01-31,Routine,78,10,4,64,NA
18676,577,2008-01-31,Routine,78,10,8,60,NA
18677,1046,2008-02-04,Routine,86,5,0,81,NA
18679,1091,2008-02-05,Routine,88,5,0,83,NA
18680,908,2008-02-06,Routine,82,10,4,68,NA
18681,953,2008-02-07,Routine,90,5,0,85,NA
18683,677,2008-02-13,Routine,87,5,0,82,NA
18684,770,2008-02-13,Routine,80,15,0,65,NA
18686,832,2008-02-15,Routine,92,5,0,87,NA
18689,905,2008-02-21,Routine,84,10,0,74,NA
18692,777,2008-02-27,Routine,80,5,10,65,NA
18695,757,2008-02-29,Routine,92,5,4,83,NA
18696,727,2008-03-03,Routine,94,0,0,94,Please contact Sarah Michaels or Paula Liles at 373-7900 for verification of correct waste connection for 3-compartment sink and installation of a dishwasher.
18701,958,2008-03-10,Routine,83,10,16,57,NA
18702,1007,2008-03-10,Routine,87,5,0,82,NA
18705,571,2008-03-13,Routine,85,10,6,69,NA
18707,917,2008-03-14,Routine,97,0,0,97,NA
18708,532,2008-03-17,Routine,93,0,6,87,NA
18719,429,2008-03-27,Routine,78,20,4,54,NA
18720,669,2008-03-27,Routine,84,5,0,79,NA
18722,1072,2008-03-28,Routine,86,10,2,74,NA
18723,653,2008-03-28,Routine,93,5,0,88,NA
18724,819,2008-03-31,Routine,91,0,8,83,NA
18725,929,2008-03-31,Routine,86,10,2,74,NA
18736,779,2008-04-11,Routine,82,15,0,67,NA
18738,631,2008-04-14,Routine,77,10,4,63,NA
18740,944,2008-04-15,Routine,76,10,4,62,NA
18741,451,2008-04-16,Routine,78,15,10,53,NA
18744,759,2008-04-22,Routine,84,5,0,79,NA
18745,1079,2008-04-23,Routine,88,5,0,83,NA
18746,1016,2008-04-23,Routine,70,15,12,43,NA
18748,913,2008-04-25,Routine,88,15,0,73,NA
18750,530,2008-04-29,Routine,87,10,4,73,NA
18751,931,2008-04-29,Routine,93,0,2,91,NA
18752,1179,2008-05-01,Routine,77,15,2,60,NA
18755,876,2008-05-05,Routine,82,10,8,64,NA
18756,667,2008-05-06,Routine,93,0,2,91,NA
18759,642,2008-05-08,Routine,96,0,0,96,NA
18760,751,2008-05-08,Routine,83,10,18,55,NA
18761,661,2008-05-09,Routine,95,0,2,93,NA
18762,588,2008-05-12,Routine,86,15,6,65,Please submit a copy of the invoice from Illini Pest Control along with the MVC form within the alloted time.  Thank You.  Any questions please call 531-2929.
18764,491,2008-05-13,Routine,87,5,14,68,NA
18765,497,2008-05-16,Routine,94,5,4,85,NA
18766,737,2008-05-19,Routine,81,5,16,60,NA
18767,959,2008-05-20,Routine,86,5,8,73,NA
18768,677,2008-05-21,Routine,96,0,4,92,NA
18773,735,2008-05-29,Routine,97,0,0,97,NA
18775,566,2008-05-29,Routine,98,0,0,98,NA
18776,705,2008-05-30,Routine,99,0,2,97,NA
18778,777,2008-06-03,Routine,73,15,14,44,NA
18779,967,2008-06-03,Routine,82,10,0,72,NA
18781,683,2008-06-06,Routine,98,0,0,98,NA
18782,906,2008-06-06,Routine,86,10,10,66,NA
18787,571,2008-06-16,Routine,91,0,6,85,NA
18791,832,2008-06-24,Routine,98,0,2,96,NA
18792,813,2008-06-24,Routine,83,15,0,68,NA
18808,861,2008-07-29,Routine,84,20,0,64,NA
18809,958,2008-07-29,Routine,72,20,16,36,NA
18810,779,2008-07-30,Routine,79,15,2,62,NA
18812,685,2008-08-08,Routine,92,5,0,87,Please call 373-7900 or e-mail bguidi@cuphd.org with any questions or concerns.
18817,1079,2008-08-13,Routine,80,10,4,66,NA
188667,2037,2013-12-16,Reinspection,83,15,10,58,"Facility score is passing on this re-inspection. Contact Penny at pmurphy@c-uphd.org or 531-2933 with any questions."
188668,2060,2014-06-02,Routine,87,5,0,82,"Please correct sushi area cold pan drain line air gap, then return MVC Form within ten days.  Please call with any questions at 531-2937."
188669,824,2014-11-24,Routine,75,5,8,62,"Time as a control application was left for creamers, shredded cheese, and ramekins of butter in server area (all were in temperature at the beginning of the day but were kept in small pans of ice).Ensure that ice/soda machine drain lines at wait stations are accessible for inspection.No hand sinks are located near either of the wait stations (where ice scooping takes place). This would need to be addressed during the next facility remodel.Contact Penny at pmurphy@c-uphd.org or 531-2933 with any questions."
188670,588,2015-01-29,Routine,86,5,6,75,"FHC discussed - all employees have Illinois FSSMC.Time as a Public Health Control application left for facility to submit for potentially hazardous food items kept on the salad bar.Contact Penny at pmurphy@c-uphd.org or 531-2933 with any questions."
188671,1700,2015-02-03,Routine,85,5,2,78,"FHC/FSSMC cards discussed.Contact Penny at pmurphy@c-uphd.org or 531-2933 witb any questions."
188672,819,2015-02-03,Routine,76,10,4,62,"FHC/FSSMC discussed.Contact Penny at pmurphy@c-uphd.org or 531-2933 with any questions."
190676,587,2014-06-04,Routine,81,5,2,74,Please call with any questions at 373-7900.
190677,197,2014-06-09,Routine,84,5,12,67,"Please have hand sink repaired and then return attached Major Violation Correction Form within ten days.Please call with any questions at 373-7900."
190679,1004,2014-06-10,Routine,75,10,6,59,"Please correct bar area dish machine drain line to provide air gap, then return attached Major Violation Correction Form to us.Please call with any questions at 373-7900."
190681,1929,2014-06-11,Routine,82,10,4,68,Please call office when condemned coolers are holding temperature at below 41 degrees F.   217-373-7900 or 217-363-3269
194667,1820,2014-02-10,Routine,82,10,6,66,"Please ensure hand sinks are accessible at all times. Do not block them. Multiply violations from the previous inspection had been corrected prior to todays inspection. Good job!If you have any questions, please contact me."
194668,776,2014-02-11,Routine,76,15,4,57,"Please work on consistent labeling of all food items whether prepared or cooked and cooled. If you have any questions, please contact me."
194670,18,2014-02-12,Routine,90,0,6,84,"Facility has opted to voluntarily post the Satisfactory Compliance placard.Facility had good temperatures and was very clean during the inspection today!Please contact me, if you have any questions."
194671,593,2014-02-13,Routine,98,0,0,98,"Temperatures of both hot and cold food items were within the critical limits today. Good job!Facility was very clean and well organized during the inspection.Please contact me to schedule the education, and/or if you have any questions."
194672,921,2014-02-18,Routine,76,10,6,60,"Please ensure all employees wash their hands upon entering the deli and before applying gloves. Chemical spray bottles should be mixed every morning and at intervals throughout the day to ensure the chemical concentration (Quat) remains warm at 75-120F and at a concentration of 200-400ppm.Temperatures of both hot and cold food items were within the critical limits during todays inspection. Good job!If you have any questions, please contact me."
194673,300,2014-02-19,Routine,85,5,4,76,"Please replace the cold salad display (on ice) with a mechanical refrigeration unit within 5 days, and return the signed MVCF to the health department within 10 days. Note: The back door (hallway by assisted living kitchen) had gaps along the bottom of the door (visible daylight). Since this is not connected to the kitchen, but could pose a problem. I strongly suggest fixing the gaps. Pest control has placed traps on either side of the doorway. Facility had great organization and date labeling during the inspection today.Please contact me with any question you may have, and to schedule an education."
194674,980,2014-02-19,Routine,85,10,4,71,"Note: Chemical hook-up at the 3-compartment sink was tied directly into the faucet; not approved. Please fix the chemical hook-up by the next inspection. *Reference the sidekick handout and chemical hook-up sheet.Please ensure cooked and cooling foods are placed in shallow pans and kept uncovered.Good job labeling food items in the walk-in cooler. Please ensure all cooked and cooling foods are labeled with both date and time. If you have any questions, please contact me."
194675,1818,2014-02-20,Routine,80,10,4,66,"Please ensure hand sinks are accessible at all times. Please address the issue of the cold water supplied to the chemical unit above the 3-compartment sink. Good job correcting violations from the previous inspection. Temperatures of both hot and cold food items were within the critical limits of 41F or below and 135F or above today. If you have any questions, please contact me."
194676,167,2014-02-20,Routine,73,15,8,50,"Please fix the self closer on the back door in 5 days and return the signed MVCF to the health department within 10 days. If you have any questions, please contact me."
194677,701,2014-02-24,Routine,66,35,6,25,"Sufficient corrections have been made by facility during the course of the inspection for satisfactory compliance.Please contact the Plumbing Inspector for the Champaign Region - Larry Luka for guidance on the chemical hook-up at the mop sink in the banquet kitchen. If you have any questions, please contact me."
194678,1527,2014-02-24,Routine,73,10,16,47,"Note: Please repair the screen door before you use the back door in the warmer season. If you have any questions, please contact me."
194679,1521,2014-02-25,Routine,84,5,4,75,"Please provide an air gap for the ice machine drain line in 5 days. Return the signed MVCF to the health department with a picture documenting the observed air gap within 10 days.Please contact me to schedule the education.Please contact me, if you have any questions."
194680,100,2014-02-25,Routine,96,0,8,88,"Great job on food handling and temperatures today during the inspection. Please contact me, if you have any questions."
194681,656,2014-02-26,Routine,66,15,20,31,"This adjusted score indicates compliance below satisfactory level. The facility was given the opportunity to correct as many of the violations as possible during the course of the inspection. Any violations corrected during the inspection are marked COS. Sufficient improvement was made to move the facility into satisfactory compliance standing. This is being allowed during the education/notification period of January 1 - June 30, 2014. Please provide corrective action for addressing the potentially hazardous food items stored on ice in various locations of the facility. Mechanical refrigeration is required for all potentially hazardous food items. Please return the signed MVCF along with approved procedures for cold holding to the health department within 10 days. Please contact me, if you have any questions."
194682,677,2014-02-27,Routine,80,10,0,70,"Please fix the drain lines to have any air gap of 1"" above the floor drain/collar in 5 days. Return the signed MVCF to the health department within 10 days. Please ensure all deli meats and cheeses are labeled with the date the product was opened. These items are to be used within 7-days of opening; counting the day the product was opened as day 1. Note: Food debris present on the interiors of the employee reach-in coolers. Please contact me, if you have any questions."
